e_node_id,degree,in_degree,out_degree,clustering,pagerank
548,9,4,5,0.34210526315789475,0.00019126912837997547
549,8,3,5,0.38461538461538464,0.00014759654863400745
550,4,0,4,0.3333333333333333,6.45240993381665e-05
551,4,1,3,1.0,9.003564603751244e-05
552,23,10,13,0.39800995024875624,0.00042223263453128643
553,35,19,16,0.312984496124031,0.0005240937626633882
554,15,10,5,0.4144736842105263,0.0003738826255725195
555,45,28,17,0.26182432432432434,0.0009475046067776447
556,18,8,10,0.7831858407079646,0.0003315109876563
557,19,7,12,0.35384615384615387,0.0002572919925229379
558,24,13,11,0.41294642857142855,0.0005740518421525119
559,34,14,20,0.2793814432989691,0.00035570341073840685
560,13,6,7,0.17647058823529413,0.0002571454064176409
561,22,9,13,0.25268817204301075,0.00037918287130309206
562,13,5,8,0.5490196078431373,0.0003969218953696404
563,4,0,4,0.5,6.45240993381665e-05
564,11,4,7,0.5294117647058824,0.0001480960200218721
565,6,0,6,0.6,6.45240993381665e-05
566,11,4,7,0.5294117647058824,0.0001480960200218721
567,2,0,2,0.5,6.45240993381665e-05
568,48,44,4,0.12622222222222224,0.0019432957758208271
569,58,51,7,0.10855063674954518,0.002213439789934618
570,11,4,7,0.3787878787878788,0.0001489012924991452
571,9,2,7,0.3,9.08632916363115e-05
572,6,2,4,0.1,0.00010444757554884525
573,9,5,4,0.3157894736842105,0.00014811902045768882
574,4,1,3,0.0,9.003564603751244e-05
575,14,5,9,0.31451612903225806,0.00016190565814903815
576,2,1,1,0.0,0.0004291135815339865
577,5,1,4,0.3333333333333333,9.055798319011996e-05
578,16,8,8,0.7787610619469026,0.0002523811087115364
579,10,4,6,0.8292682926829268,0.00018874774249303848
580,10,2,8,0.2727272727272727,0.00010209539607062004
581,43,20,23,0.378428927680798,0.0005444865958399505
582,33,16,17,0.5555555555555556,0.0005325457091609711
583,18,7,11,0.7017543859649122,0.00030900289105221905
584,14,6,8,0.8588235294117647,0.000279241717242445
585,7,1,6,0.45,7.53822235646793e-05
586,18,8,10,0.678082191780822,0.0002532153290772558
587,4,0,4,0.5833333333333334,6.45240993381665e-05
588,31,14,17,0.565410199556541,0.000438904177572108
589,30,13,17,0.4516509433962264,0.00041728648753857787
590,21,10,11,0.74,0.00033584102949223984
591,13,5,8,0.547945205479452,0.00028320158984981354
592,21,9,12,0.45544554455445546,0.00042722481660210877
593,26,12,14,0.44089456869009586,0.0005387403492873396
594,6,1,5,0.39285714285714285,8.545510294101795e-05
595,16,8,8,0.7610619469026548,0.00031272176604877185
596,45,23,22,0.3634020618556701,0.0009908671172485744
597,4,1,3,0.6,8.963065573961505e-05
598,13,5,8,0.5205479452054794,0.00023102635568271988
599,8,3,5,0.86,0.0002502504610670656
600,18,7,11,0.589041095890411,0.00027518403603290126
601,32,14,18,0.5373443983402489,0.0004400720247106747
602,78,48,30,0.1320254506892895,0.0017709413947870677
603,22,10,12,0.5292792792792793,0.00045200039847559316
604,12,4,8,0.75,0.00017391827683137798
605,13,4,9,0.5337837837837838,0.00016417113970219776
606,16,7,9,0.668141592920354,0.0002708575570022619
607,18,6,12,0.35714285714285715,0.00027150786298006717
608,34,17,17,0.47527472527472525,0.0006113821470226686
609,17,7,10,0.7364341085271318,0.000305462275455173
610,6,2,4,0.6538461538461539,0.00012249841522477028
611,18,7,11,0.6815068493150684,0.00030765983661972424
612,1,0,1,0.0,6.45240993381665e-05
613,9,1,8,0.6142857142857143,8.471099004949174e-05
614,4,0,4,0.5,6.45240993381665e-05
615,11,2,9,0.39090909090909093,0.00010291759966950194
616,5,0,5,0.5,6.45240993381665e-05
617,10,4,6,0.5769230769230769,0.00018027029431836043
618,8,1,7,0.4666666666666667,7.344255600195866e-05
619,10,4,6,0.047619047619047616,0.00026672766470810607
620,7,1,6,0.525,9.56486339508641e-05
621,13,5,8,0.6917808219178082,0.00014729504982337219
622,22,18,4,0.09388646288209607,0.0008929901929900925
623,35,30,5,0.10321489001692047,0.0020653854520572956
624,114,89,25,0.07480632666236281,0.003921066503959679
625,17,8,9,0.765625,0.00032619925465165344
626,14,5,9,0.6337209302325582,0.00014888607197965215
627,7,1,6,0.475,8.279419488528656e-05
628,32,13,19,0.4161490683229814,0.0004888645778950016
629,6,2,4,0.6153846153846154,0.0001181180151976866
630,13,5,8,0.6917808219178082,0.00014729504982337219
631,19,7,12,0.625,0.00024659880314772514
632,4,0,4,0.9166666666666666,6.45240993381665e-05
633,5,2,3,0.75,0.00011159286235380249
634,11,4,7,0.6274509803921569,0.0001602155931321991
635,3,1,2,0.5,9.414521699312006e-05
636,1,0,1,0.0,6.45240993381665e-05
637,12,5,7,0.7786885245901639,0.00014529875312215297
638,10,4,6,0.7804878048780488,0.00015737183191802794
639,17,8,9,0.7441860465116279,0.00025771969312300664
640,4,1,3,0.6,9.51916095739268e-05
641,6,1,5,0.39285714285714285,0.00010286800775006623
642,4,1,3,0.4,0.00010453824459903626
643,3,1,2,1.0,0.00019818194949804293
644,6,2,4,0.38461538461538464,0.00021702799408500106
645,15,7,8,0.6020408163265306,0.0003633568207454647
646,6,1,5,0.5,0.00011073826710958994
647,11,4,7,0.5454545454545454,0.0002849320597960913
648,36,14,22,0.1856,0.0016133267379048306
649,3,1,2,0.0,0.0001122234006173161
650,4,1,3,0.2,0.0001395720889086649
651,12,5,7,0.4166666666666667,0.000273901597640589
652,2,0,2,1.0,6.45240993381665e-05
653,8,2,6,0.16666666666666666,9.632680731882877e-05
654,9,6,3,0.25,0.0006392354324026566
655,5,2,3,0.0,0.00010785954221782942
656,1,0,1,0.0,6.45240993381665e-05
657,11,4,7,0.13636363636363635,0.00036483896390645946
658,9,3,6,0.6578947368421053,0.0004522610399175678
659,9,7,2,0.0,0.0005211282687286801
660,6,2,4,0.8,0.0002512026128163802
661,3,2,1,1.0,0.00015219519205434502
662,7,4,3,0.05,0.00024082937770003975
663,20,9,11,0.2,0.0011074708405663348
664,3,0,3,0.3333333333333333,6.45240993381665e-05
665,9,0,9,0.25,6.45240993381665e-05
666,23,15,8,0.06220095693779904,0.0007075059075633079
667,24,10,14,0.1288888888888889,0.00045778827726752783
668,22,15,7,0.1211453744493392,0.0015032755792176518
669,6,3,3,0.0,0.0001918757319440718
670,23,11,12,0.10049019607843138,0.001176289987091083
671,2,1,1,0.0,0.0004291135815339865
672,10,3,7,0.2840909090909091,0.0002517205173677015
673,14,9,5,0.11931818181818182,0.0006034931431276723
674,1,0,1,0.0,6.45240993381665e-05
675,1,0,1,0.0,6.45240993381665e-05
676,12,4,8,0.2265625,0.000408472577135223
677,2,0,2,0.5,6.45240993381665e-05
678,8,3,5,0.14285714285714285,0.00025322965674808327
679,9,5,4,0.10526315789473684,0.0004659243106892799
680,18,9,9,0.21739130434782608,0.0005353715980896733
681,2,1,1,0.0,0.00014784471967818678
682,64,59,5,0.01798941798941799,0.003400221412890227
683,4,1,3,0.4,0.00016369262365108735
684,4,1,3,0.0,0.00011134519771139975
685,4,0,4,0.0,6.45240993381665e-05
686,5,3,2,0.5,0.0002892286139369455
687,4,2,2,1.0,0.0002699402250539949
688,1,0,1,0.0,6.45240993381665e-05
689,4,1,3,0.0,9.003564603751244e-05
690,2,0,2,0.5,6.45240993381665e-05
691,6,2,4,0.0,0.00012800724370289952
692,7,1,6,0.3,0.0001767820809343085
693,4,2,2,0.0,0.00019868686937936337
694,8,4,4,0.0,0.0002203344848983039
695,18,9,9,0.4068965517241379,0.0006916859384658779
696,53,41,12,0.036949685534591194,0.0023875571935626024
697,7,6,1,0.09523809523809523,0.00034746425074747635
698,1,0,1,0.0,6.45240993381665e-05
699,8,3,5,0.3148148148148148,0.00023938138433041156
700,11,5,6,0.3584905660377358,0.0003745506500804174
701,3,1,2,0.0,0.0001122234006173161
702,5,2,3,0.0,0.00014077818735557136
703,8,2,6,0.28846153846153844,9.318467579243839e-05
704,6,3,3,0.03333333333333333,0.00012832992669176496
705,16,6,10,0.48695652173913045,0.0002303216163307961
706,7,2,5,0.1,0.00011768685427530995
707,5,2,3,0.1111111111111111,9.598411616888116e-05
708,118,88,30,0.042900075131480093,0.005821152516020871
709,6,1,5,0.03571428571428571,0.00011545828212625242
710,2,1,1,0.0,0.0004291135815339865
711,17,10,7,0.32575757575757575,0.0003045949245269889
712,4,1,3,0.0,9.54289658954663e-05
713,78,55,23,0.06638418079096045,0.004456579204274823
714,15,11,4,0.09090909090909091,0.0006196509445870605
715,24,12,12,0.6031390134529148,0.0005842829414746003
716,6,1,5,1.0,7.77406846476358e-05
717,3,1,2,1.0,0.0001514362025719723
718,17,17,0,0.2757352941176471,0.0013834835149380807
719,7,3,4,0.125,0.00014528373340999627
720,20,8,12,0.43169398907103823,0.0003169452957208688
721,8,2,6,0.21428571428571427,0.00026757751727254025
722,13,9,4,0.4864864864864865,0.0005850363740760971
723,29,17,12,0.3965014577259475,0.0005206149101001173
724,3,1,2,0.0,0.0001122234006173161
725,12,6,6,1.0,0.00028562041481492367
726,4,1,3,1.0,9.003564603751244e-05
727,3,1,2,0.0,8.699770283837449e-05
728,1,0,1,0.0,6.45240993381665e-05
729,22,11,11,0.4918918918918919,0.00034091021626396354
730,6,3,3,0.08333333333333333,0.00020067241323994397
731,4,3,1,0.3333333333333333,0.00015086938707701322
732,4,1,3,0.0,9.003564603751244e-05
733,18,14,4,0.058823529411764705,0.0007790319778571711
734,34,20,14,0.25564681724845995,0.0018421505279509578
735,15,6,9,0.43434343434343436,0.00024087506466114424
736,10,5,5,0.08139534883720931,0.00027507427308879994
737,5,1,4,0.2777777777777778,0.00011086197535583819
738,7,2,5,0.6111111111111112,0.00039778034594921977
739,4,2,2,0.0,0.00014402293480341583
740,9,1,8,0.023809523809523808,7.219520658272641e-05
741,3,0,3,0.16666666666666666,6.45240993381665e-05
742,20,8,12,0.20945945945945946,0.0004989321120013654
743,5,1,4,0.0,8.193652845627633e-05
744,6,2,4,0.0,0.000127014942423652
745,17,3,14,0.42718446601941745,0.00013330925449938133
746,6,1,5,0.16666666666666666,7.77406846476358e-05
747,11,6,5,1.0,0.00037464647415771365
748,8,2,6,0.42857142857142855,0.00010650195384250295
749,33,19,14,0.44052863436123346,0.000814904119125299
750,24,13,11,0.32286995515695066,0.0008144912806446257
751,25,9,16,0.422680412371134,0.00030596874394904055
752,3,0,3,1.0,6.45240993381665e-05
753,3,1,2,0.0,0.0001122234006173161
754,6,1,5,0.0,7.77406846476358e-05
755,10,6,4,0.08928571428571429,0.0003244301924866911
756,2,0,2,0.0,6.45240993381665e-05
757,16,5,11,0.691304347826087,0.00018922104235794403
758,8,3,5,0.25,0.00014240690059941018
759,3,1,2,0.0,0.0001122234006173161
760,16,11,5,0.06111111111111111,0.0006562634396980432
761,34,18,16,0.3979381443298969,0.0008207392288531336
762,19,8,11,0.4420731707317073,0.0007691289001770503
763,1,0,1,0.0,6.45240993381665e-05
764,3,0,3,0.0,6.45240993381665e-05
765,8,2,6,0.15384615384615385,9.31846757924384e-05
766,12,5,7,0.8442622950819673,0.00018579948431652932
767,4,1,3,0.5,9.003564603751244e-05
768,3,0,3,0.0,6.45240993381665e-05
769,2,1,1,0.5,6.874316530864292e-05
770,9,3,6,0.3787878787878788,0.00013014712995268305
771,19,5,14,0.22058823529411764,0.00015105337878921783
772,22,12,10,0.273224043715847,0.0010398979970679548
773,3,1,2,0.0,0.0001122234006173161
774,10,5,5,0.72,0.00019907077873047063
775,13,5,8,0.5490196078431373,0.00018353710179011784
776,40,23,17,0.19247467438494936,0.0017385272691503996
777,2,0,2,0.0,6.45240993381665e-05
778,7,1,6,0.125,8.019389009524565e-05
779,7,2,5,0.3,9.215360329026045e-05
780,3,2,1,0.0,0.0007332664499927782
781,24,11,13,0.5089686098654709,0.0004687998907755662
782,6,2,4,0.0,0.0013193848170229296
783,3,0,3,0.16666666666666666,6.45240993381665e-05
784,8,2,6,0.14285714285714285,0.00022314715293563376
785,7,3,4,0.25,0.00020938115561721022
786,10,5,5,0.018518518518518517,0.0002137158486578379
787,9,3,6,0.25757575757575757,0.0001631802715280981
788,16,10,6,0.37719298245614036,0.0007147854198958246
789,14,6,8,0.453125,0.0003340477376014766
790,10,4,6,0.47619047619047616,0.0003786536100074958
791,8,4,4,0.68,0.0003564543106656687
792,5,1,4,0.1,7.966745400642587e-05
793,9,3,6,0.275,0.00045428619592021677
794,27,11,16,0.5637931034482758,0.0004846198769369692
795,16,4,12,0.20555555555555555,0.00010962802541412666
796,2,0,2,1.0,6.45240993381665e-05
797,21,10,11,0.7760736196319018,0.00046922792487144875
798,4,1,3,1.0,9.003564603751244e-05
799,1,0,1,0.0,6.45240993381665e-05
800,2,0,2,0.5,6.45240993381665e-05
801,7,1,6,0.25,7.517432005016391e-05
802,7,2,5,0.3157894736842105,9.092796524866461e-05
803,16,6,10,0.6744186046511628,0.00021460305144337284
804,15,5,10,0.16,0.0004582936912116467
805,25,15,10,0.4146341463414634,0.0005728033667758693
806,8,4,4,0.5925925925925926,0.00015334828493848514
807,9,5,4,0.3333333333333333,0.0011235719438648874
808,35,20,15,0.34192439862542956,0.0007306666795390204
809,4,2,2,0.2,0.00015659890977692343
810,10,4,6,0.6707317073170732,0.00016075062440521363
811,13,5,8,0.5192307692307693,0.00030212333594611317
812,1,0,1,0.0,6.45240993381665e-05
813,5,1,4,0.3333333333333333,8.193652845627633e-05
814,34,23,11,0.26899383983572894,0.001986938787952688
815,7,2,5,0.7894736842105263,0.0001104823272570162
816,9,4,5,0.175,0.0002361705303819916
817,4,0,4,0.16666666666666666,6.45240993381665e-05
818,37,23,14,0.19250425894378195,0.0018499330323759422
819,30,17,13,0.32972972972972975,0.0006120500796478882
820,8,4,4,1.0,0.0004393786486840992
821,6,2,4,0.9285714285714286,0.00021657860596103974
822,3,1,2,1.0,0.0002290604096442164
823,3,0,3,0.0,6.45240993381665e-05
824,2,1,1,0.0,0.00012752210409322658
825,9,3,6,0.14285714285714285,0.00020198591546616483
826,5,4,1,0.3333333333333333,0.0007378321597349516
827,33,20,13,0.40899122807017546,0.0007786538498777746
828,3,1,2,0.0,0.00014622311387223528
829,9,3,6,0.8636363636363636,0.00014469655049988294
830,8,2,6,0.0,0.00010687176130545859
831,3,0,3,0.0,6.45240993381665e-05
832,26,12,14,0.5365079365079365,0.0004950893718652777
833,23,13,10,0.6475409836065574,0.0005679561087843496
834,4,2,2,0.2,0.00015659890977692343
835,4,0,4,0.08333333333333333,6.45240993381665e-05
836,4,1,3,0.9,8.989800166446342e-05
837,3,1,2,0.0,0.0001122234006173161
838,8,1,7,0.9,7.344255600195866e-05
839,12,4,8,0.4838709677419355,0.0001658996881635662
840,1,0,1,0.0,6.45240993381665e-05
841,7,4,3,0.875,0.0006593014490471972
842,2,0,2,1.0,6.45240993381665e-05
843,2,1,1,0.0,0.0003011697971483468
844,2,1,1,0.0,0.0004291135815339865
845,7,6,1,0.0,0.0028002295631949377
846,6,3,3,0.0,0.00016231109921779937
847,4,2,2,0.0,0.0005570573659196263
848,17,16,1,0.009523809523809525,0.006557565525704971
849,22,17,5,0.13829787234042554,0.0008179965824314823
850,5,0,5,0.1,6.45240993381665e-05
851,19,12,7,0.22727272727272727,0.0015582498543246985
852,3,0,3,0.8333333333333334,6.45240993381665e-05
853,6,3,3,0.4,0.0002362773368154009
854,16,5,11,0.40869565217391307,0.0003477326539894172
855,5,4,1,0.0,0.001069729957936229
856,8,4,4,0.6153846153846154,0.0006196583377565542
857,4,0,4,0.25,6.45240993381665e-05
858,3,1,2,0.0,0.0001122234006173161
859,21,10,11,0.4431137724550898,0.00043302769969295803
860,9,0,9,0.3055555555555556,6.45240993381665e-05
861,3,0,3,0.3333333333333333,6.45240993381665e-05
862,7,2,5,0.14285714285714285,0.00010582501754624107
863,2,0,2,0.0,6.45240993381665e-05
864,6,3,3,0.7,0.00012562654812899444
865,2,0,2,0.0,6.45240993381665e-05
866,23,16,7,0.040865384615384616,0.001100198745176781
867,4,0,4,0.4166666666666667,6.45240993381665e-05
868,5,1,4,0.3333333333333333,8.193652845627633e-05
869,4,1,3,1.0,9.003564603751244e-05
870,7,1,6,0.15,0.00012006853755466417
871,7,2,5,0.5,0.00010591601224805216
872,1,0,1,0.0,6.45240993381665e-05
873,1,0,1,0.0,6.45240993381665e-05
874,8,4,4,0.0,0.00020373225311264955
875,2,1,1,0.0,0.0004291135815339865
876,4,1,3,0.6,8.253096133679489e-05
877,4,2,2,0.0,0.00015911974239306818
878,5,2,3,0.0,0.00012800724370289952
879,2,0,2,0.0,6.45240993381665e-05
880,3,1,2,0.0,0.0001122234006173161
881,4,2,2,0.08333333333333333,9.550533231025989e-05
882,11,6,5,0.22115384615384615,0.0005278408848663502
883,5,2,3,0.0,0.00012317551415085102
884,2,0,2,0.0,6.45240993381665e-05
885,4,2,2,0.0,0.000890345199317493
886,11,5,6,0.8,0.00029449861200862046
887,25,14,11,0.5996563573883161,0.0004008108371167541
888,5,0,5,0.1,6.45240993381665e-05
889,6,2,4,0.4,0.00029672681884005216
890,29,28,1,0.18233618233618235,0.007586262379569607
891,5,0,5,0.35,6.45240993381665e-05
892,3,0,3,0.0,6.45240993381665e-05
893,17,10,7,0.32524271844660196,0.00038139917861716927
894,4,1,3,0.0,0.00015936561498948473
895,14,12,2,0.08461538461538462,0.0007656285060626286
896,10,5,5,1.0,0.0002873448868172141
897,4,0,4,0.5,6.45240993381665e-05
898,4,1,3,0.0,9.003564603751244e-05
899,1,0,1,0.0,6.45240993381665e-05
900,6,3,3,0.0,0.00018286485848124047
901,8,2,6,0.14285714285714285,0.00016203787777075953
902,13,9,4,0.025974025974025976,0.00045430522305309857
903,7,4,3,0.3157894736842105,0.0001978976463946824
904,6,2,4,0.21428571428571427,0.00014766636298180907
905,7,0,7,0.07142857142857142,6.45240993381665e-05
906,3,1,2,0.0,0.0001122234006173161
907,6,2,4,0.5,0.00015158624492871565
908,6,2,4,0.0,0.00011522449017293067
909,8,4,4,0.07142857142857142,0.000277009190467711
910,6,3,3,0.7,0.00031106899180684814
911,11,5,6,0.8,0.00029449861200862046
912,1,0,1,0.0,6.45240993381665e-05
913,4,0,4,0.25,6.45240993381665e-05
914,7,1,6,0.0,7.517432005016391e-05
915,10,4,6,0.05555555555555555,0.00015661995770241218
916,12,7,5,0.2857142857142857,0.0003600208799149984
917,9,4,5,0.45588235294117646,0.00021595041487027595
918,11,4,7,0.39622641509433965,0.0002644361028348342
919,5,3,2,0.5,0.00023100505830341527
920,18,9,9,0.9861111111111112,0.0003300845266556428
921,18,9,9,0.9861111111111112,0.0003300845266556428
922,31,20,11,0.027227722772277228,0.0006254965137031892
923,7,3,4,0.3333333333333333,0.00019225908984888036
924,7,0,7,0.19047619047619047,6.45240993381665e-05
925,3,1,2,0.0,0.0001122234006173161
926,13,6,7,0.8,0.0003363758881534314
927,8,2,6,0.08928571428571429,0.0001053936357796351
928,10,5,5,1.0,0.0002873448868172141
929,8,4,4,0.21153846153846154,0.00033679555749695044
930,10,9,1,0.022222222222222223,0.0002083254694526865
931,30,14,16,0.47287735849056606,0.0004606620971923628
932,25,20,5,0.08366533864541832,0.000756093356851455
933,23,17,6,0.03398058252427184,0.0012537605778021935
934,10,0,10,0.7111111111111111,6.45240993381665e-05
935,10,2,8,0.6976744186046512,0.00012031827048881769
936,4,3,1,0.0,0.0011691586986786648
937,7,3,4,0.3333333333333333,0.00013732583139839145
938,10,2,8,0.5340909090909091,0.0001397568523090062
939,11,3,8,0.5,0.00014462090879932674
940,15,7,8,0.2107843137254902,0.0003184351700162444
941,16,6,10,0.3991228070175439,0.0001763126879778052
942,8,3,5,0.46153846153846156,0.0001431588357356699
943,12,0,12,0.7272727272727273,6.45240993381665e-05
944,2,1,1,0.0,0.0004291135815339865
945,6,2,4,0.46153846153846156,0.00011806322768024839
946,4,0,4,0.08333333333333333,6.45240993381665e-05
947,2,0,2,0.0,6.45240993381665e-05
948,5,1,4,0.16666666666666666,8.193652845627633e-05
949,11,0,11,0.8272727272727273,6.45240993381665e-05
950,23,12,11,0.8059701492537313,0.00037297527510050574
951,1,1,0,0.0,8.280671854356432e-05
952,5,2,3,0.625,0.00032574525359067494
953,3,1,2,0.0,0.0001122234006173161
954,3,2,1,0.0,0.0005879747399520271
955,30,13,17,0.516260162601626,0.00038836200328621636
956,3,2,1,0.0,9.377629006680302e-05
957,4,1,3,0.0,8.67300168876473e-05
958,1,0,1,0.0,6.45240993381665e-05
959,1,0,1,0.0,6.45240993381665e-05
960,43,28,15,0.05719557195571956,0.0011085481500061288
961,9,3,6,0.42424242424242425,0.00017957442173381725
962,34,17,17,0.030364372469635626,0.0009252381308478411
963,2,0,2,0.5,6.45240993381665e-05
964,11,3,8,0.5384615384615384,0.00014462090879932674
965,13,3,10,0.12037037037037036,0.00013789962511920074
966,8,2,6,0.5,9.383327443258054e-05
967,17,7,10,0.2696078431372549,0.0003025731110790133
968,6,1,5,0.07142857142857142,9.038179830058896e-05
969,8,5,3,0.32,0.0002159492361350067
970,12,2,10,0.29545454545454547,0.000258796933971895
971,7,3,4,0.35,0.00011851809434180018
972,19,13,6,0.05970149253731343,0.0005377270602941009
973,8,3,5,0.07142857142857142,0.00016472339122820112
974,2,1,1,0.0,0.0004291135815339865
975,37,20,17,0.34192439862542956,0.0008342427955862877
976,5,1,4,0.3333333333333333,8.193652845627633e-05
977,4,0,4,0.3333333333333333,6.45240993381665e-05
978,12,5,7,0.07142857142857142,0.00040397484996851574
979,6,3,3,0.7,0.00016737552327728808
980,10,2,8,0.05357142857142857,0.00015766054771908458
981,6,0,6,0.1,6.45240993381665e-05
982,23,13,10,0.038834951456310676,0.000873427429890223
983,7,4,3,0.3157894736842105,0.00034844639555698916
984,13,8,5,0.3333333333333333,0.0010830440734968451
985,8,0,8,0.19642857142857142,6.45240993381665e-05
986,5,1,4,0.16666666666666666,8.193652845627633e-05
987,4,1,3,0.0,8.564747347216245e-05
988,6,2,4,0.08333333333333333,0.00011380834813841848
989,3,1,2,0.0,0.0001122234006173161
990,20,10,10,0.04304635761589404,0.0005551772066573487
991,9,4,5,0.3787878787878788,0.00019434895909106053
992,19,9,10,0.2803030303030303,0.00030395096355284677
993,11,5,6,0.3484848484848485,0.0007026000070900691
994,6,2,4,0.5,0.00015332413713429967
995,5,2,3,0.0,0.0014501797289749613
996,7,3,4,0.1,0.0001245117870200769
997,5,3,2,0.0,0.00022285946128313674
998,10,4,6,0.4878048780487805,0.00018634782396926517
999,35,21,14,0.3817829457364341,0.0007090275711298231
1000,10,5,5,1.0,0.0002873448868172141
1001,5,1,4,0.16666666666666666,8.193652845627633e-05
1002,19,14,5,0.10479041916167664,0.0010082348271379063
1003,3,3,0,1.0,0.0001431588357356699
1004,3,0,3,0.0,6.45240993381665e-05
1005,23,7,16,0.14919354838709678,0.0004914473204269852
1006,5,2,3,0.0,0.00011554719273685837
1007,18,13,5,0.0847457627118644,0.0005826531545313696
1008,7,4,3,0.0,0.00016695590391500295
1009,11,6,5,0.08333333333333333,0.00030212483989804914
1010,8,1,7,0.5185185185185185,7.587202724827416e-05
1011,8,1,7,0.1,7.344255600195866e-05
1012,12,3,9,0.29365079365079366,0.00012011392939087674
1013,3,1,2,0.0,0.0001122234006173161
1014,3,1,2,0.0,0.0001122234006173161
1015,5,1,4,0.0,8.193652845627633e-05
1016,11,5,6,0.07142857142857142,0.00019544652295679974
1017,3,0,3,0.0,6.45240993381665e-05
1018,7,2,5,0.1111111111111111,0.00010919425472627099
1019,3,0,3,0.0,6.45240993381665e-05
1020,10,3,7,0.4186046511627907,0.00011722286021862624
1021,7,3,4,0.0,0.000205135035301445
1022,13,5,8,0.009259259259259259,0.00017788045436304095
1023,10,3,7,0.0,0.00014426335615858786
1024,19,10,9,0.24848484848484848,0.00040755847923842355
1025,2,0,2,1.0,6.45240993381665e-05
1026,1,0,1,0.0,6.45240993381665e-05
1027,2,0,2,0.0,6.45240993381665e-05
1028,19,9,10,0.044444444444444446,0.0003745463103467053
1029,4,3,1,0.3,0.0002219711317970882
1030,3,0,3,0.5,6.45240993381665e-05
1031,3,1,2,0.5,8.600449862889154e-05
1032,6,0,6,0.03333333333333333,6.45240993381665e-05
1033,8,4,4,0.48,0.00019771570246929546
1034,18,8,10,0.9379310344827586,0.000249050430079507
1035,1,0,1,0.0,6.45240993381665e-05
1036,16,8,8,0.06111111111111111,0.0003594868039279062
1037,4,1,3,0.0,9.003564603751244e-05
1038,1,0,1,0.0,6.45240993381665e-05
1039,3,1,2,0.0,0.0001122234006173161
1040,5,2,3,0.0,0.00011918667545757975
1041,1,0,1,0.0,6.45240993381665e-05
1042,5,2,3,0.875,0.00012068314509234498
1043,13,5,8,0.589041095890411,0.00015343617135409865
1044,5,2,3,0.5,0.00013781615038337437
1045,12,6,6,0.36904761904761907,0.00026683213305468196
1046,11,4,7,0.08571428571428572,0.0002327257019678835
1047,6,2,4,0.0,0.00011433299878122076
1048,5,1,4,0.0,9.829685093678881e-05
1049,6,1,5,0.14285714285714285,9.409716321254294e-05
1050,12,4,8,0.10465116279069768,0.00017456185550972336
1051,11,4,7,0.5151515151515151,0.0001490103138304305
1052,6,2,4,0.0,0.00015409410705744095
1053,18,8,10,0.9379310344827586,0.00024905043007950696
1054,6,2,4,0.38461538461538464,0.00012824817401260963
1055,15,6,9,0.2465753424657534,0.00022353653867730774
1056,11,3,8,0.09259259259259259,0.00016153735959402964
1057,11,4,7,0.10576923076923077,0.00019219446113222138
1058,5,2,3,0.5,0.00013013337035031237
1059,3,1,2,0.0,0.0001122234006173161
1060,3,0,3,0.0,6.45240993381665e-05
1061,8,3,5,0.5384615384615384,0.00014474673731629234
1062,9,5,4,0.3181818181818182,0.00020346602572031509
1063,7,2,5,0.15,9.976832683008463e-05
1064,27,14,13,0.189419795221843,0.0005931806972904682
1065,10,3,7,0.07692307692307693,0.00016524643448606507
1066,6,3,3,0.2,0.0003878545701112678
1067,6,3,3,0.0,0.00018926861546369813
1068,1,0,1,0.0,6.45240993381665e-05
1069,2,0,2,0.0,6.45240993381665e-05
1070,9,3,6,0.3157894736842105,0.00015552582525350355
1071,15,8,7,0.039473684210526314,0.00043553985857522945
1072,20,9,11,0.9379310344827586,0.0002702905738206665
1073,20,8,12,0.2554347826086957,0.00037877262611655605
1074,13,7,6,0.04807692307692308,0.0002560502775127209
1075,7,4,3,0.07894736842105263,0.0001546031665003464
1076,3,0,3,0.0,6.45240993381665e-05
1077,9,4,5,0.18181818181818182,0.00017791972924100776
1078,8,3,5,0.3076923076923077,0.00014022414022331494
1079,10,4,6,0.21951219512195122,0.00015205420827277033
1080,5,1,4,0.16666666666666666,0.00010107802889480029
1081,10,5,5,0.12790697674418605,0.0002101505078847592
1082,6,2,4,0.03571428571428571,0.00014242912906023165
1083,8,4,4,1.0,0.00022227714899591082
1084,11,4,7,0.05714285714285714,0.00020641055581980533
1085,8,3,5,0.3076923076923077,0.0001269086454782294
1086,8,5,3,0.15384615384615385,0.0006822836399936967
1087,10,6,4,0.4,0.00038753693679437044
1088,3,1,2,0.0,7.36654089408654e-05
1089,20,13,7,0.3333333333333333,0.0005328950936667737
1090,4,1,3,0.0,9.003564603751244e-05
1091,9,1,8,0.023809523809523808,7.219520658272641e-05
1092,13,7,6,0.046296296296296294,0.00020866952916024292
1093,5,3,2,0.0,0.00031778856473402403
1094,17,7,10,0.30303030303030304,0.00028268233044560965
1095,28,14,14,0.19482288828337874,0.0005807093669772715
1096,17,10,7,0.8,0.00033429085033840207
1097,11,6,5,0.058823529411764705,0.0003047204515142992
1098,5,2,3,0.0,0.0001717578985908443
1099,5,3,2,0.125,0.0005953872778774779
1100,4,1,3,0.0,9.003564603751244e-05
1101,7,3,4,0.1111111111111111,0.00017188352634570694
1102,10,4,6,0.56,0.0001490103138304305
